id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,title,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,results_search_start_date,results_search_end_date,registry_download_date,doi,pmid,url,publication_date,publication_type,has_pubmed,has_ft,ft_source,pub_title,journal_pubmed,ppub_date,epub_date,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft,has_reg_pub_link,pmid_link,doi_link,reference_derived,has_crossreg_clinicaltrials.gov,has_crossreg_isrctn,has_crossreg_eudract,has_crossreg_drks,has_crossreg_anzctr,has_crossreg_ntr,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft,n_crossreg_reg,n_reg_pub_any,n_reg_pub_doi_or_pmid,results_followup_pub,results_followup_sumres,has_followup_2y_pub,has_followup_2y_sumres,has_followup_5y_pub,has_followup_5y_sumres,is_summary_results_1y,is_summary_results_2y,is_summary_results_5y,is_publication_2y,is_publication_5y,color_green_only,color,issn,journal_unpaywall,publisher,publication_date_unpaywall,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published,is_oa,is_archivable,is_closed_archivable,reg_after_cd,reg_after_pub,reg_1y_after_start
NCT01326767,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,NA,Central European Society for Anticancer Research (CESAR) Study of Paclitaxel Therapeutic Drug Monitoring,large,Other,Interventional,Drug,Phase 3,366,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2011-03-29,2011-03-01,2014-12-01,2014,2014-12-01,2014,NA,NA,NA,-28,1343,1343,616,616,1959,2020-07-01,2020-09-01,2021-08-15,10.1093/annonc/mdw290,27502710,https://www.sciencedirect.com/science/article/pii/S0923753419359186?via%3Dihub,2016-08-08,journal publication,TRUE,TRUE,doi,"Open-label, randomized study of individualized, pharmacokinetically (PK)-guided dosing of paclitaxel combined with carboplatin or cisplatin in patients with advanced non-small-cell lung cancer (NSCLC)",Annals of oncology : official journal of the European Society for Medical Oncology,2016-10,2016-08-08,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,1,1,2101,2449,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,bronze,bronze,0923-7534,Annals of Oncology,Elsevier BV,2016-10-01,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2017-10-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT01092533,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,NA,Myfortic for the Treatment of Non-infectious Intermediate Uveitis,large,Other,Interventional,Drug,Phase 3,44,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2010-03-23,2010-03-01,2015-10-01,2015,2015-10-01,2015,NA,NA,NA,-22,2018,2018,713,713,2731,2020-07-01,2020-09-01,2021-08-15,10.1136/bjophthalmol-2017-310156,28903965,https://bjo.bmj.com/content/102/5/647.long,2017-09-13,journal publication,TRUE,TRUE,doi,"Enteric-coated mycophenolate sodium in the treatment of non-infectious intermediate uveitis: results of a prospective, controlled, randomised, open-label, early terminated multicentre trial",The British journal of ophthalmology,2018-05,2017-09-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,26,24,1797,2145,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0007-1161,1468-2079",British Journal of Ophthalmology,BMJ,2017-09-13,no_embargo_info,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
NCT01035190,ClinicalTrials.gov,TRUE,2,Registry linked,TRUE,TRUE,TRUE,TRUE,TRUE,Tübingen Tübingen,NA,Efficacy and Safety of Inhaled Budesonide in Very Preterm Infants at Risk for Bronchopulmonary Dysplasia,large,Other,Interventional,Drug,Phase 3,863,Completed,Quadruple,Randomized,TRUE,TRUE,TRUE,FALSE,2009-12-17,2010-04-01,2016-07-01,2016,2013-10-01,2013,NA,NA,NA,105,2388,1384,-260,744,2128,2020-07-01,2020-09-01,2021-08-15,10.1056/nejmoa1501917,26465983,https://www.nejm.org/doi/10.1056/NEJMoa1501917?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub++0www.ncbi.nlm.nih.gov,2015-10-15,journal publication,TRUE,TRUE,doi,Early Inhaled Budesonide for the Prevention of Bronchopulmonary Dysplasia,The New England journal of medicine,2015-Oct-15,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,4,4,1523,1871,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,green,green,"0028-4793,1533-4406",New England Journal of Medicine,Massachusetts Medical Society,2015-10-15,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,[],journal,6,2016-04-15,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00204529,ClinicalTrials.gov,TRUE,2,Registry linked,TRUE,TRUE,TRUE,TRUE,TRUE,Tübingen Tübingen,NA,Pegylated Interferon-alpha-2a in Patients With Malignant Melanoma Stage IIA-IIIB,large,Other,Interventional,Drug,Phase 3,901,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2005-09-12,2004-10-01,2016-12-01,2016,2013-05-01,2013,NA,NA,NA,-346,4098,2788,1131,2441,5229,2020-07-01,2020-09-01,2021-08-15,10.1093/annonc/mdw225,27287206,https://www.sciencedirect.com/science/article/pii/S0923753419347532?via%3Dihub,2020-01-06,journal publication,TRUE,TRUE,doi,Adjuvant treatment with pegylated interferon α-2a versus low-dose interferon α-2a in patients with high-risk melanoma: a randomized phase III DeCOG trial,Annals of oncology : official journal of the European Society for Medical Oncology,2016-08,2016-06-10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1370,1718,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,bronze,bronze,0923-7534,Annals of Oncology,Elsevier BV,2016-08-01,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2017-08-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT03147131,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Periprosthetic Bone Mineral Density Changes After Implantation Of A Short Hip Stem Compared To A Straight Stem,large,Other,Interventional,Procedure,NA,126,Unknown status,Single,Randomized,TRUE,TRUE,FALSE,FALSE,2016-12-19,2010-08-01,2017-07-01,2017,2012-02-01,2012,NA,NA,NA,-2332,194,-1783,-582,1395,-388,2020-07-01,2020-09-01,2021-08-15,10.1007/s00402-015-2370-z,26613788,https://link.springer.com/article/10.1007%2Fs00402-015-2370-z,2015-11-27,journal publication,TRUE,TRUE,doi,Bone remodelling after femoral short stem implantation in total hip arthroplasty: 1-year results from a randomized DEXA study,Archives of orthopaedic and trauma surgery,2016-Jan,2015-11-27,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,3,3,1158,1506,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,closed,closed,"0936-8051,1434-3916",Archives of Orthopaedic and Trauma Surgery,Springer Science and Business Media LLC,2015-11-27,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2016-11-27,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
NCT03085251,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Clinical System Accuracy Evaluation With OneTouch® Verio Flex Blood Glucose Monitoring System (BGMS),large,Other,Interventional,Device,NA,109,Completed,None (Open Label),NA,NA,FALSE,TRUE,FALSE,2017-03-15,2017-03-16,2017-06-01,2017,2017-04-03,2017,NA,NA,NA,1,78,19,112,171,190,2020-07-01,2020-09-01,2021-08-15,10.1177/1932296817730380,28931322,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5851221/,2017-09-21,journal publication,TRUE,TRUE,doi,Accuracy Evaluation of a New System for Self-Monitoring of Blood Glucose With Three Test Strip Lots Based on ISO 15197:2013,Journal of diabetes science and technology,2018-03,2017-09-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1188,1536,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,bronze,green,"1932-2968,1932-2968",Journal of Diabetes Science and Technology,SAGE Publications,2017-09-21,no_embargo_info,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
NCT03033849,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,"User Performance Evaluation of Contour® Next One, Accu-Chek® Aviva Connect, FreeStyle Freedom Lite, OneTouch® Verio and GlucoMen® Areo Blood Glucose Monitoring Systems Following ISO 15197:2013",large,Other,Interventional,Device,NA,189,Completed,NA,NA,NA,FALSE,TRUE,FALSE,2017-01-16,2017-01-01,2017-03-01,2017,2017-03-01,2017,NA,NA,NA,-15,44,44,505,505,549,2020-07-01,2020-09-01,2021-08-15,10.1080/03007995.2018.1491832,29927663,https://www.tandfonline.com/doi/full/10.1080/03007995.2018.1491832,2018-07-19,journal publication,TRUE,TRUE,doi,Accuracy of five systems for self-monitoring of blood glucose in the hands of adult lay-users and professionals applying ISO 15197:2013 accuracy criteria and potential insulin dosing errors,Current medical research and opinion,2019-02,2018-07-19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1280,1628,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,closed,closed,"0300-7995,1473-4877",Current Medical Research and Opinion,Informa UK Limited,2018-07-19,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'cc-by-nc', 'terms': ''}]",journal,12,2019-07-19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02962518,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Pressure Device in the Treatment of Ear Keloids,large,Other,Interventional,Device,NA,18,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2016-11-04,2014-07-01,2016-10-01,2016,2016-10-01,2016,NA,NA,NA,-857,-34,-34,323,323,289,2020-07-01,2020-09-01,2021-08-15,10.1007/s00405-017-4714-5,28825129,https://link.springer.com/article/10.1007%2Fs00405-017-4714-5,2017-08-20,journal publication,TRUE,TRUE,doi,Treatment of ear keloids: algorithm for a multimodal therapy regimen,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,2017-Nov,2017-08-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1431,1779,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,closed,closed,"0937-4477,1434-4726",European Archives of Oto-Rhino-Laryngology,Springer Science and Business Media LLC,2017-08-20,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2018-08-20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
NCT02916576,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,"User Performance Evaluation of Contour® Plus One, Accu-Chek® Performa Connect, FreeStyle Optium Neo and OneTouch® Select Plus Blood Glucose Monitoring Systems Following ISO 15197:2013; EN ISO 15197:2015",large,Other,Interventional,Device,NA,140,Completed,NA,NA,NA,FALSE,TRUE,FALSE,2016-09-06,2016-09-01,2017-02-01,2017,2016-12-01,2016,NA,NA,NA,-5,148,86,395,457,543,2020-07-01,2020-09-01,2021-08-15,10.1007/s13300-018-0392-6,29502304,https://link.springer.com/article/10.1007%2Fs13300-018-0392-6,2018-03-03,journal publication,TRUE,TRUE,doi,User Performance Evaluation of Four Blood Glucose Monitoring Systems Applying ISO 15197:2013 Accuracy Criteria and Calculation of Insulin Dosing Errors,"Diabetes therapy : research, treatment and education of diabetes and related disorders",2018-Apr,2018-03-03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1308,1656,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,gold,gold,"1869-6953,1869-6961",Diabetes Therapy,Springer Science and Business Media LLC,2018-03-03,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by-nc', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02751229,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Honest Open Proud for Adolescents With Mental Illness,large,Other,Interventional,Behavioral,Phase 2,100,Completed,Single,Randomized,TRUE,TRUE,TRUE,FALSE,2016-03-24,2016-05-01,2017-05-01,2017,2017-05-01,2017,NA,NA,NA,38,403,403,218,218,621,2020-07-01,2020-09-01,2021-08-15,10.1111/jcpp.12853,29205343,https://acamh.onlinelibrary.wiley.com/doi/full/10.1111/jcpp.12853,2017-12-05,journal publication,TRUE,TRUE,doi,"Honest, Open, Proud for adolescents with mental illness: pilot randomized controlled trial","Journal of child psychology and psychiatry, and allied disciplines",2018-06,2017-12-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,35,29,1219,1567,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,green,green,0021-9630,Journal of Child Psychology and Psychiatry,Wiley,2017-12-05,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2019-06-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02595645,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,GENESIS: Genetic Biopsy for Prediction of Surveillance Intervals After Endoscopic Resection of Colonic Polyps,large,Other,Interventional,Genetic,NA,101,Completed,None (Open Label),NA,NA,TRUE,FALSE,FALSE,2015-10-29,2015-08-01,2016-10-01,2016,2016-08-01,2016,NA,NA,NA,-89,338,277,300,361,638,2020-07-01,2020-09-01,2021-08-15,10.1177/2050640617723810,29511559,https://journals.sagepub.com/doi/full/10.1177/2050640617723810,2017-07-28,journal publication,TRUE,TRUE,doi,Genetic Biopsy for Prediction of Surveillance Intervals after Endoscopic Resection of Colonic Polyps: Results of the GENESIS Study,United European gastroenterology journal,2018-Mar,2017-07-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1431,1779,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,bronze,green,"2050-6406,2050-6414",United European Gastroenterology Journal,Wiley,2018-03-01,no_embargo_info,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",publisher,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
NCT02358408,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,System Accuracy Evaluation of Karajishi Contour and Karajishi TS Blood Glucose Monitoring Systems Following ISO 15197:2013,large,Other,Interventional,Device,NA,136,Completed,NA,NA,NA,FALSE,TRUE,FALSE,2015-01-26,2015-01-01,2015-04-01,2015,2015-02-01,2015,NA,NA,NA,-25,65,6,328,387,393,2020-07-01,2020-09-01,2021-08-15,10.1185/03007995.2016.1146666,26809001,https://www.tandfonline.com/doi/full/10.1185/03007995.2016.1146666,2016-02-23,journal publication,TRUE,TRUE,doi,Performance of two updated blood glucose monitoring systems: an evaluation following ISO 15197:2013,Current medical research and opinion,2016-05,2016-02-23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,2,2,1980,2328,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0300-7995,1473-4877",Current Medical Research and Opinion,Informa Healthcare,2016-02-23,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'cc-by-nc', 'terms': ''}]",journal,12,2017-05-03,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02061722,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,[PETDE10] Imaging of PDE10A Enzyme Levels in Huntington's Disease Gene Expansion Carriers and Healthy Controls With PET.,large,Other,Interventional,Radiation,Early Phase 1,90,Completed,None (Open Label),NA,NA,TRUE,FALSE,FALSE,2014-02-03,2013-01-01,2016-05-01,2016,2016-05-01,2016,NA,NA,NA,-398,818,818,1361,1361,2179,2020-07-01,2020-09-01,2021-08-15,10.1002/mds.27963,31967355,https://onlinelibrary.wiley.com/doi/full/10.1002/mds.27963,2020-01-22,journal publication,TRUE,TRUE,doi,PET Molecular Imaging of Phosphodiesterase 10A: An Early Biomarker of Huntington's Disease Progression,Movement disorders : official journal of the Movement Disorder Society,2020-04,2020-01-22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,0,0,1584,1932,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,"0885-3185,1531-8257",Movement Disorders,Wiley,2020-01-22,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2021-04-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT01942473,ClinicalTrials.gov,TRUE,2,Registry linked,TRUE,TRUE,TRUE,TRUE,TRUE,Ulm Ulm,NA,Effects of Automated Adjustment of FiO2 on Cerebral and Arterial Oxygenation in Preterm Infants,large,Other,Interventional,Device,NA,17,Completed,None (Open Label),Randomized,TRUE,FALSE,TRUE,FALSE,2012-08-03,2012-08-01,2014-04-01,2014,2013-09-01,2013,NA,NA,NA,-2,606,394,231,443,837,2020-07-01,2020-09-01,2021-08-15,10.1016/j.jpeds.2014.10.007,25454938,https://www.sciencedirect.com/science/article/pii/S0022347614009524?via%3Dihub,2014-11-18,journal publication,TRUE,TRUE,doi,Effects of automated adjustment of the inspired oxygen on fluctuations of arterial and regional cerebral tissue oxygenation in preterm infants with frequent desaturations,The Journal of pediatrics,2015-Feb,2014-11-18,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2345,2693,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,0022-3476,The Journal of Pediatrics,Elsevier BV,2015-02-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2016-02-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01879241,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,large,Other,Interventional,Drug,Phase 2,252,Completed,Quadruple,Randomized,TRUE,TRUE,TRUE,FALSE,2013-06-12,2013-06-01,2016-08-01,2016,2016-04-01,2016,NA,NA,NA,-11,1146,1024,687,809,1833,2020-07-01,2020-09-01,2021-08-15,10.1016/s1474-4422(18)30176-5,29934198,https://www.sciencedirect.com/science/article/pii/S1474442218301765?via%3Dihub,2018-06-19,journal publication,TRUE,TRUE,doi,"Safety and efficacy of rasagiline as an add-on therapy to riluzole in patients with amyotrophic lateral sclerosis: a randomised, double-blind, parallel-group, placebo-controlled, phase 2 trial",The Lancet. Neurology,2018-08,2018-06-19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,1,3,3,1492,1840,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,1474-4422,The Lancet Neurology,Elsevier BV,2018-08-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,6,2019-02-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01684150,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,"A Phase 1, Open-Label, Dose-Escalation & Expanded Cohort, Continuous IV Infusion, Multi-center Study of the Safety, Tolerability,PK & PD of EPZ-5676 in Treatment Relapsed/Refractory Patients With Leukemias Involving",large,Industry,Interventional,Drug,Phase 1,51,Completed,None (Open Label),NA,NA,TRUE,TRUE,FALSE,2012-09-06,2012-09-01,2016-02-01,2016,2015-11-01,2015,NA,NA,NA,-5,1243,1151,864,956,2107,2020-07-01,2020-09-01,2021-08-15,10.1182/blood-2017-12-818948,29724899,https://ashpublications.org/blood/article/131/24/2661/37193/The-DOT1L-inhibitor-pinometostat-reduces-H3K79,2018-06-14,journal publication,TRUE,TRUE,doi,The DOT1L inhibitor pinometostat reduces H3K79 methylation and has modest clinical activity in adult acute leukemia,Blood,2018-06-14,2018-05-03,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1674,2022,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,green,"0006-4971,1528-0020",Blood,American Society of Hematology,2018-06-14,response,TRUE,['institutional repository'],TRUE,"['publishedVersion', 'acceptedVersion']",FALSE,TRUE,TRUE,[],journal,12,2019-06-14,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT01516827,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Effectiveness of Trauma-Focused Cognitive-Behavioral Therapy (TF-CBT) for Children With Post-traumatic Stress Disorder (TreatChildTrauma),large,Other,Interventional,Behavioral,NA,159,Completed,Single,Randomized,TRUE,TRUE,TRUE,FALSE,2011-12-13,2012-02-01,2016-06-01,2016,2016-06-01,2016,NA,NA,NA,50,1632,1632,119,119,1751,2020-07-01,2020-09-01,2021-08-15,10.1111/jcpp.12640,27677771,https://acamh.onlinelibrary.wiley.com/doi/full/10.1111/jcpp.12640,2016-09-28,journal publication,TRUE,TRUE,doi,Complex PTSD as proposed for ICD-11: validation of a new disorder in children and adolescents and their response to Trauma-Focused Cognitive Behavioral Therapy,"Journal of child psychology and psychiatry, and allied disciplines",2017-02,2016-09-28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,5,5,1553,1901,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,0021-9630,Journal of Child Psychology and Psychiatry,Wiley,2016-09-28,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2018-02-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01407965,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,NA,Pharmacokinetics of Carbapenem Antibiotics in Obese Patients.,large,Other,Interventional,Procedure,Phase 4,13,Completed,None (Open Label),Non-Randomized,FALSE,TRUE,TRUE,FALSE,2011-07-26,2012-04-01,2015-07-01,2015,2015-07-01,2015,NA,NA,NA,250,1436,1436,79,79,1515,2020-07-01,2020-09-01,2021-08-15,10.1128/aac.00259-15,26248353,https://aac.asm.org/content/59/10/6241.long,2015-09-18,journal publication,TRUE,TRUE,doi,Population Pharmacokinetics and Target Attainment of Meropenem in Plasma and Tissue of Morbidly Obese Patients after Laparoscopic Intraperitoneal Surgery,Antimicrobial agents and chemotherapy,2015-Oct,2015-07-27,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,2,2,1889,2237,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,bronze,green,"0066-4804,1098-6596",Antimicrobial Agents and Chemotherapy,American Society for Microbiology,2015-07-27,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],publisher,6,2016-01-27,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
