id,pub_title,doi,pmid,registration_date,start_date,completion_date,has_iv_trn_abstract,has_iv_trn_ft,has_reg_pub_link,reg_1y_after_start,reg_after_cd,reg_after_pub,has_crossreg_eudract,has_crossreg_isrctn
NCT01914159,RANIBIZUMAB IN PIGMENT EPITHELIAL TEARS SECONDARY TO AGE-RELATED MACULAR DEGENERATION: A Prospective Study,10.1097/iae.0000000000002311,30198967,2013-07-28,2013-02-01,2016-03-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01852149,Treatment of Chronic Functional Mitral Valve Regurgitation With a Percutaneous Annuloplasty System,10.1016/j.jacc.2016.03.591,27339489,2013-05-07,2009-08-01,2015-09-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00770783,"Magnetic seizure therapy in treatment-resistant depression: clinical, neuropsychological and metabolic effects",10.1017/s0033291714002244,25420474,2008-10-09,2005-02-01,2014-05-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02997137,Impact of a Specific Amino Acid Composition with Micronutrients on Well-Being in Subjects with Chronic Psychological Stress and Exhaustion Conditions: A Pilot Study,10.3390/nu10050551,29710825,2016-12-15,2014-10-01,2016-02-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT03281616,Lifestyle interventions in Muslim patients with metabolic syndrome-a feasibility study,10.1038/s41430-018-0371-z,30538299,2017-09-11,2014-06-01,2015-09-30,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02947542,Performance of One- Compared With Two-Catheter Concepts in Transradial Coronary Angiography (from the Randomized Use of Different Diagnostic Catheters-Radial-Trial),10.1016/j.amjcard.2018.07.039,30217374,2016-10-18,2016-04-01,2016-12-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02896062,Effects of a Workplace-Based Sleep Health Program on Sleep in Members of the German Armed Forces,10.5664/jcsm.7666,30853042,2016-08-31,2014-10-01,2017-11-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02893800,User experience and clinical effectiveness with two wearable global positioning system devices in home dementia care,10.1016/j.trci.2018.10.002,30519629,2016-08-29,2016-06-01,2016-11-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02720952,"Absorption and tolerability of taste-masked hydrocortisone granules in neonates, infants and children under 6 years of age with adrenal insufficiency",10.1111/cen.13447,28815660,2016-03-16,2015-03-01,2016-07-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02658370,A prospective pilot study to evaluate an animated home-based physical exercise program as a treatment option for patients with rheumatoid arthritis,10.1186/s12891-016-1208-3,27538847,2016-01-13,2011-08-01,2014-07-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02569619,Increasing physical activity and healthy diet in outpatients with mental disorders: a randomized-controlled evaluation of two psychological interventions,10.1007/s00406-018-0941-z,30194668,2015-10-02,2014-04-01,2016-03-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02557698,The effectiveness of using a bath oil to reduce signs of dry skin: A randomized controlled pragmatic study,10.1016/j.ijnurstu.2016.10.010,27815985,2015-09-21,2014-11-01,2015-09-01,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCT02541071,Influence of the noradrenergic system on the formation of intrusive memories in women: an experimental approach with a trauma film paradigm,10.1017/s0033291716001379,27335220,2015-08-06,2013-11-01,2014-10-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02338388,Longitudinal transvaginal ultrasound evaluation of cesarean scar niche incidence and depth in the first two years after single- or double-layer uterotomy closure: a randomized controlled trial,10.1111/aogs.13213,28832909,2015-01-12,2012-01-01,2014-08-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02251535,Modifications of femoral component design in multi-radius total knee arthroplasty lead to higher lateral posterior femoro-tibial translation,10.1007/s00167-017-4622-7,28656456,2014-09-23,2014-07-01,2015-09-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02213367,Updosing of bilastine is effective in moderate to severe chronic spontaneous urticaria: A real-life study,10.1111/all.13494,29869790,2014-08-08,2014-07-01,2016-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02169115,Omalizumab is effective in symptomatic dermographism-results of a randomized placebo-controlled trial,10.1016/j.jaci.2017.01.042,28389391,2014-06-12,2012-12-01,2014-12-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01966783,Budesonide Suppositories Are Effective and Safe for Treating Acute Ulcerative Proctitis,10.1016/j.cgh.2018.04.027,29702300,2013-10-09,2013-09-01,2015-08-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01928823,Heart rate variability in patients with agoraphobia with or without panic disorder remains stable during CBT but increases following in-vivo exposure,10.1016/j.janxdis.2019.03.001,30875662,2013-07-26,2011-11-01,2014-05-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01928810,Running for extinction? Aerobic exercise as an augmentation of exposure therapy in panic disorder with agoraphobia,10.1016/j.jpsychires.2018.03.001,29539585,2013-07-26,2011-03-01,2014-02-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01924702,Electrical stimulation of the motor cortex enhances treatment outcome in post-stroke aphasia,10.1093/brain/aww002,26912641,2013-08-14,2011-01-01,2015-12-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01801280,No relevant pharmacokinetic interaction between pantoprazole and mycophenolate in renal transplant patients: a randomized crossover study,10.1111/bcp.12664,25913040,2013-02-13,2012-01-01,2014-03-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01693393,A phase II investigator-initiated pilot study with low-dose cyclosporine A for the treatment of articular involvement in primary Sjögren's syndrome,10.1007/s10067-016-3360-4,27470087,2012-09-14,2010-03-01,2014-10-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01143233,Hydrolyzed Formula With Reduced Protein Content Supports Adequate Growth: A Randomized Controlled Noninferiority Trial,10.1097/mpg.0000000000001853,29216020,2010-06-11,2010-04-01,2017-08-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01117597,"Do signals of a hand-held TETRA transmitter affect cognitive performance, well-being, mood or somatic complaints in healthy young men? Results of a randomized double-blind cross-over provocation study",10.1016/j.envres.2015.03.021,25839715,2010-05-04,2010-04-01,2014-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00865982,"Perioperative chemotherapy with docetaxel, cisplatin and capecitabine (DCX) in gastro-oesophageal adenocarcinoma: a phase II study of the Arbeitsgemeinschaft Internistische Onkologie (AIO){dagger}",10.1093/annonc/mds129,22734012,2009-03-19,2008-09-01,2015-09-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00841256,"High-dose sublingual immunotherapy with single-dose aqueous grass pollen extract in children is effective and safe: a double-blind, placebo-controlled study",10.1016/j.jaci.2012.06.047,22939758,2008-04-22,2008-02-01,2015-08-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00772655,(90)Yttrium-ibritumomab-tiuxetan as first-line treatment for follicular lymphoma: 30 months of follow-up data from an international multicenter phase II clinical trial,10.1200/jco.2011.41.1553,23233718,2008-10-14,2007-10-01,2015-06-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT00590447,"Response to Rituximab Induction Is a Predictive Marker in B-Cell Post-Transplant Lymphoproliferative Disorder and Allows Successful Stratification Into Rituximab or R-CHOP Consolidation in an International, Prospective, Multicenter Phase II Trial",10.1200/jco.2016.69.3564,27992268,2007-12-28,2006-12-01,2015-07-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01703273,"A Structured, Manual-Based Low-Level Intervention vs. Treatment as Usual Evaluated in a Randomized Controlled Trial for Adolescents with Extreme Obesity - the STEREO Trial",10.1159/000475717,28787738,2012-08-07,2012-07-01,2014-12-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01727362,Prophylactic acupuncture treatment during chemotherapy with breast cancer: a randomized pragmatic trial with a retrospective nested qualitative study,10.1007/s10549-019-05431-5,31520284,2012-11-07,2012-10-01,2016-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03584451,Sports Therapy Interventions Following Total Hip Replacement,10.3238/arztebl.2019.0001,30782304,2018-06-04,2015-02-01,2017-12-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02620553,Effects of high-dose oral insulin on immune responses in children at high risk for type 1 diabetes: the Pre-POINT randomized clinical trial,10.1001/jama.2015.2928,25898052,2015-06-08,2007-09-01,2014-01-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT02138552,"Impact of different concentrations of an octenidine dihydrochloride mouthwash on salivary bacterial counts: a randomized, placebo-controlled cross-over trial",10.1007/s00784-018-2379-0,29500541,2013-11-11,2013-10-01,2014-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT02137798,"Reduction of radiation exposure during atrial fibrillation ablation using a novel fluoroscopy image integrated 3-dimensional electroanatomic mapping system: A prospective, randomized, single-blind, and controlled study",10.1016/j.hrthm.2015.05.018,26001508,2014-05-02,2014-03-01,2014-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00893373,"Addition of sorafenib versus placebo to standard therapy in patients aged 60 years or younger with newly diagnosed acute myeloid leukaemia (SORAML): a multicentre, phase 2, randomised controlled trial",10.1016/s1470-2045(15)00362-9,26549589,2009-05-04,2009-03-01,2014-09-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02134470,"Potential detection of low-dose transdermal testosterone administration in blood, urine, and saliva",10.1002/dta.2110,27723957,2014-05-06,2014-04-01,2015-12-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02334813,A Randomized Trial of Daily Prednisone versus Pulsed Dexamethasone in Treatment-Naïve Adult Patients with Immune Thrombocytopenia: EIS 2002 Study,10.1159/000445420,27189086,2015-01-06,2002-07-01,2015-01-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02080299,"No protection of heart, kidneys and brain by remote ischemic preconditioning before transfemoral transcatheter aortic valve implantation: Interim-analysis of a randomized single-blinded, placebo-controlled, single-center trial",10.1016/j.ijcard.2016.12.005,27940009,2014-03-01,2013-09-01,2017-08-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01735513,Intraaortic Protection From Embolization in Patients Undergoing Transaortic Transcatheter Aortic Valve Implantation,10.1016/j.athoracsur.2015.03.119,26234838,2012-11-22,2012-07-01,2015-09-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01635634,Efficacy of cupping therapy in patients with the fibromyalgia syndrome-a randomised placebo controlled trial,10.1038/srep37316,27853272,2012-07-03,2012-06-01,2015-03-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01303952,"Eculizumab in cold agglutinin disease (DECADE): an open-label, prospective, bicentric, nonrandomized phase 2 trial",10.1182/bloodadvances.2018024190,30291112,2011-02-24,2011-01-01,2015-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01051167,Biweekly Cetuximab Plus FOLFOX6 as First-Line Therapy in Patients With RAS Wild-Type Metastatic Colorectal Cancer: The CEBIFOX Trial,10.1016/j.clcc.2020.03.003,32737003,2010-01-15,2009-02-01,2016-09-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00822393,"Treosulfan or busulfan plus fludarabine as conditioning treatment before allogeneic haemopoietic stem cell transplantation for older patients with acute myeloid leukaemia or myelodysplastic syndrome (MC-FludT.14/L): a randomised, non-inferiority, phase 3 trial",10.1016/s2352-3026(19)30157-7,31606445,2009-01-13,2008-11-24,2018-01-25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01027884,Characterization of pulmonary function in 10-18 year old patients with Duchenne muscular dystrophy,10.1016/j.nmd.2016.12.014,28189481,2009-12-08,2009-07-01,2014-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03226587,"Blue light exposure decreases systolic blood pressure, arterial stiffness, and improves endothelial function in humans",10.1177/2047487318800072,30196723,2017-06-22,2016-08-01,2017-08-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02728466,"Assessing the respective contributions of dietary flavanol monomers and procyanidins in mediating cardiovascular effects in humans: randomized, controlled, double-masked intervention trial",10.1093/ajcn/nqy229,30358831,2016-03-09,2014-10-01,2016-05-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02520830,"Circulating Anthocyanin Metabolites Mediate Vascular Benefits of Blueberries: Insights From Randomized Controlled Trials, Metabolomics, and Nutrigenomics",10.1093/gerona/glz047,30772905,2015-07-08,2014-03-01,2015-09-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02517775,"Absorption, Metabolism and Excretion of Cranberry (Poly)phenols in Humans: A Dose Response Study and Assessment of Inter-Individual Variability",10.3390/nu9030268,28287476,2015-07-08,2014-10-01,2015-09-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02220517,Comparison of patient comfort between MR-guided in-bore and MRI/ultrasound fusion-guided prostate biopsies within a prospective randomized trial,10.1007/s00345-015-1612-6,26055645,2014-07-07,2011-11-01,2014-10-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02149238,"Methylxanthines enhance the effects of cocoa flavanols on cardiovascular function: randomized, double-masked controlled studies",10.3945/ajcn.116.140046,28003203,2014-05-22,2011-02-01,2014-12-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01655368,Promoting stigma coping and empowerment in patients with schizophrenia and depression: results of a cluster-RCT,10.1007/s00406-019-01064-3,31520149,2012-06-14,2012-05-01,2015-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01639781,"Impact of cocoa flavanol intake on age-dependent vascular stiffness in healthy men: a randomized, controlled, double-masked trial",10.1007/s11357-015-9794-9,26013912,2012-06-06,2011-11-01,2014-08-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03268720,Influence of low FODMAP and gluten-free diets on disease activity and intestinal microbiota in patients with non-celiac gluten sensitivity,10.1016/j.clnu.2018.03.017,29653862,2017-08-15,2014-04-01,2016-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT03012750,Pilot Assessment of the Angiosome Concept by Intra-operative Fluorescence Angiography After Tibial Bypass Surgery,10.1016/j.ejvs.2017.11.024,29305093,2017-01-03,2015-02-01,2016-10-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02992236,Effects of the nitric oxide synthase inhibitor ronopterin (VAS203) on renal function in healthy volunteers,10.1111/bcp.13870,30666700,2016-12-07,2015-08-01,2016-11-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02471963,Effects of the Selective Sodium-Glucose Cotransporter 2 Inhibitor Empagliflozin on Vascular Function and Central Hemodynamics in Patients With Type 2 Diabetes Mellitus,10.1161/circulationaha.117.029529,28923906,2015-06-05,2014-12-01,2016-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02383238,A randomised study of the impact of the SGLT2 inhibitor dapagliflozin on microvascular and macrovascular circulation,10.1186/s12933-017-0510-1,28231831,2014-07-24,2014-03-01,2015-10-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02356016,Whole-body electromyostimulation to fight sarcopenic obesity in community-dwelling older women at risk. Resultsof the randomized controlled FORMOsA-sarcopenic obesity study,10.1007/s00198-016-3662-z,27289534,2015-01-21,2013-08-01,2016-05-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01835678,Effects of linagliptin on renal endothelial function in patients with type 2 diabetes: a randomised clinical trial,10.1007/s00125-016-4083-4,27586249,2013-03-18,2012-10-01,2014-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01330485,Affect regulation training reduces symptom severity in depression - A randomized controlled trial,10.1371/journal.pone.0220436,31465443,2011-04-04,2010-11-01,2014-09-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00724022,"Rabbit-ATG or basiliximab induction for rapid steroid withdrawal after renal transplantation (Harmony): an open-label, multicentre, randomised controlled trial",10.1016/s0140-6736(16)32187-0,27871759,2008-07-25,2008-06-01,2014-07-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT03331159,Clinical Outcome After Anterior Lumbar Interbody Fusion With a New Osteoinductive Bone Substitute Material: A Randomized Clinical Pilot Study,10.1097/bsd.0000000000000802,30730430,2017-10-29,2012-07-01,2015-10-31,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02609412,"Immediate effects of self-myofascial release on latent trigger point sensitivity: a randomized, placebo-controlled trial",10.5114/biolsport.2018.78055,30765920,2015-10-02,2015-05-01,2016-05-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02564081,Remote effects of lower limb stretching: preliminary evidence for myofascial connectivity?,10.1080/02640414.2016.1179776,27124264,2015-09-29,2015-08-01,2015-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02345200,"Body composition, muscle strength and hormonal status in patients with ataxia telangiectasia: a cohort study",10.1186/s13023-015-0373-z,26645295,2015-01-19,2013-04-01,2014-04-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02343029,Effects of aerobic exercise on brain metabolism and grey matter volume in older adults: results of the randomised controlled SMART trial,10.1038/tp.2017.135,28934191,2015-01-12,2014-06-01,2015-08-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02153372,Safety and feasibility of cell-based therapy of autologous bone marrow-derived mononuclear cells in plate-stabilized proximal humeral fractures in humans,10.1186/s12967-016-1066-7,27846890,2014-02-13,2013-07-01,2014-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02102919,Sensory-motor training targeting motor dysfunction and muscle weakness in long-term care elderly combined with motivational strategies: a single blind randomized controlled study,10.1186/s11556-016-0164-0,27239241,2014-03-31,2013-01-01,2015-02-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02026492,Predictors and reproducibility of exercise-induced bronchoconstriction in cold air,10.1186/s12890-019-0845-3,31097027,2013-12-19,2013-06-01,2014-07-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01870271,Developmentally adapted cognitive processing therapy for adolescents suffering from posttraumatic stress disorder after childhood sexual or physical abuse: a pilot study,10.1007/s10567-013-0156-9,24101403,2013-03-19,2012-11-01,2015-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01841476,Mobilization of hematopoietic stem cells with the novel CXCR4 antagonist POL6326 (balixafortide) in healthy volunteers-results of a dose escalation trial,10.1186/s12967-016-1107-2,28049490,2013-04-02,2012-02-01,2015-09-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01564004,"The Effects of Clinical Hypnosis versus Neurolinguistic Programming (NLP) before External Cephalic Version (ECV): A Prospective Off-Centre Randomised, Double-Blind, Controlled Trial",10.1155/2012/626740,22778774,2012-03-24,2011-02-01,2014-09-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01393067,"Multiple plastic stents versus covered metal stent for treatment of anastomotic biliary strictures after liver transplantation: a prospective, randomized, multicenter trial",10.1016/j.gie.2017.03.009,28302527,2011-07-12,2011-03-01,2015-03-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01279577,"A Randomised, Double-blind, Placebo-controlled Trial of Trichuris suis ova in Active Crohn's Disease",10.1093/ecco-jcc/jjw184,27707789,2011-01-18,2010-11-01,2014-02-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT02163863,Helical Centerline Stent Improves Patency: Two-Year Results From the Randomized Mimics Trial,10.1161/circinterventions.115.002930,27208046,2014-06-09,2010-02-01,2014-07-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02930525,High-flow nasal cannula vs standard respiratory care in pediatric procedural sedation: A randomized controlled pilot trial,10.1002/ppul.24975,32696598,2016-10-09,2016-09-01,2017-12-19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01967355,Treatment of very preterm preeclampsia via heparin-mediated extracorporeal LDL-precipitation (H.E.L.P.) apheresis: The Freiburg preeclampsia H.E.L.P.-Apheresis study,10.1016/j.preghy.2018.04.007,29858106,2013-07-26,2013-04-01,2014-05-08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01924962,A Randomized Trial to Assess Regional Left Ventricular Function After Stent Implantation in Chronic Total Occlusion: The REVASC Trial,10.1016/j.jcin.2018.05.041,30219327,2013-08-15,2008-05-28,2017-06-16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01867736,Paclitaxel-Coated Balloon in Infrapopliteal Arteries: 12-Month Results From the BIOLUX P-II Randomized Trial (BIOTRONIK'S-First in Man study of the Passeo-18 LUX drug releasing PTA Balloon Catheter vs. the uncoated Passeo-18 PTA balloon catheter in subjects requiring revascularization of infrapopliteal arteries),10.1016/j.jcin.2015.07.011,26493253,2013-05-27,2012-07-01,2014-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01789918,Safety and efficacy of endovascular ultrasound renal denervation in resistant hypertension: 12-month results from the ACHIEVE study,10.1097/hjh.0000000000002120,31045964,2013-02-08,2013-01-09,2016-03-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01267838,Culotte stenting vs. TAP stenting for treatment of de-novo coronary bifurcation lesions with the need for side-branch stenting: the Bifurcations Bad Krozingen (BBK) II angiographic trial,10.1093/eurheartj/ehw345,27578807,2010-12-28,2010-02-01,2016-04-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01135745,A prospective international multi-center study on safety and efficacy of deep brain stimulation for resistant obsessive-compulsive disorder,10.1038/s41380-019-0562-6,31664175,2010-05-05,2010-04-01,2015-05-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03753841,Flexible endoscopic evaluation of swallowing (FEES) to determine neurological intensive care patients' oral diet,10.1080/17549507.2020.1744727,32245331,2018-11-16,2014-01-14,2016-09-16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01812291,Assessment of diabetes acceptance can help identify patients with ineffective diabetes self-care and poor diabetes control,10.1111/dme.12553,25047992,2013-03-14,2012-02-01,2015-11-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02679833,Vitamin B-12-fortified toothpaste improves vitamin status in vegans: a 12-wk randomized placebo-controlled study,10.3945/ajcn.116.141978,28052884,2016-02-08,2014-11-01,2015-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02079311,"Active perioperative patient warming using a self-warming blanket (BARRIER EasyWarm) is superior to passive thermal insulation: a multinational, multicenter, randomized trial",10.1016/j.jclinane.2016.06.030,27687449,2014-02-18,2014-01-01,2014-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01928433,Explorative Randomized Phase II Clinical Study of the Efficacy and Safety of Finafloxacin versus Ciprofloxacin for Treatment of Complicated Urinary Tract Infections,10.1128/aac.02317-17,29339395,2013-07-17,2012-12-01,2015-10-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT03402490,Motivational interviewing can support physical activity in elderly patients with diastolic heart failure: results from a pilot study,10.1002/ehf2.12436,30963721,2017-12-22,2013-06-18,2015-12-08,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02661607,"The ""rapid atrial swirl sign"" for assessing central venous catheters: Performance by medical residents after limited training",10.1371/journal.pone.0199345,30011285,2015-06-17,2014-10-01,2016-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02054299,Increased Systemic Exposure and Stronger Cardiovascular and Metabolic Adverse Reactions to Fenoterol in Individuals with Heritable OCT1 Deficiency,10.1002/cpt.812,28791698,2014-01-30,2013-04-01,2016-02-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01776112,Hippocampal plasticity in response to exercise in schizophrenia,10.1001/archgenpsychiatry.2009.193,20124113,2012-01-01,2011-01-01,2014-08-01,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCT00725231,Alemtuzumab plus CHOP versus CHOP in elderly patients with peripheral T-cell lymphoma: the DSHNHL2006-1B/ACT-2 trial,10.1038/s41375-020-0838-5,32382083,2008-07-25,2008-02-01,2014-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00639743,Impact of Thrombolytic Therapy on the Long-Term Outcome of Intermediate-Risk Pulmonary Embolism,10.1016/j.jacc.2016.12.039,28335835,2008-03-13,2007-11-16,2014-11-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00865969,Belinostat in Patients With Relapsed or Refractory Peripheral T-Cell Lymphoma: Results of the Pivotal Phase II BELIEF (CLN-19) Study,10.1200/jco.2014.59.2782,26101246,2009-03-19,2008-12-01,2014-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT03093584,Auricular stimulation vs. expressive writing for exam anxiety in medical students - A randomized crossover investigation,10.1371/journal.pone.0238307,32853281,2017-03-23,2014-04-01,2014-07-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT03011463,Pharmacokinetic Drug-Drug Interactions Between Trospium Chloride and Ranitidine Substrates of Organic Cation Transporters in Healthy Human Subjects,10.1002/jcph.1523,31542894,2017-01-02,2016-11-01,2017-03-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02970838,A structured weight loss program increases gut microbiota phylogenetic diversity and reduces levels of Collinsella in obese type 2 diabetics: A pilot study,10.1371/journal.pone.0219489,31318902,2016-11-01,2012-11-01,2014-05-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
