id	pub_title.x	doi.x	pmid.x	registration_date	start_date	completion_date	has_iv_trn_abstract	has_iv_trn_ft	has_reg_pub_link	reg_1y_after_start.x	reg_after_cd.x	reg_after_pub.x	has_crossreg_eudract	has_crossreg_isrctn	ab_addressed	ab_justified	ab_wording	ft_addressed	ft_justified	ft_wording	trn_reported	trn_location	reg_reported	reg_location	reg_wording	comment
DRKS00003567	The combination of exercise and respiratory training improves respiratory muscle function in pulmonary hypertension	10.1007/s00408-013-9542-9	24338088	2012-02-27	2007-02-01	2009-11-27	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	acknowledgments	1	acknowledgments	 The study was registered at the WHO Primary Register of Germany (German Clinical Trials Register DRKS00003567).	NA
DRKS00003577	Passive auditory stimulation improves vision in hemianopia	10.1371/journal.pone.0031603	22666311	2012-02-27	2005-06-12	2011-07-02	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: DRKS00003577	NA
DRKS00003728	Vesselplasty: a new minimally invasive approach to treat pathological vertebral fractures in selected tumor patients - preliminary results	10.1055/s-0032-1330443	23471680	2012-08-21	2010-09-17	2010-10-11	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	retrospective study
DRKS00003788	Analyses of treatment variables for patients with childhood craniopharyngioma--results of the multicenter prospective trial KRANIOPHARYNGEOM 2000 after three years of follow-up	10.1159/000284358	20197669	2012-05-04	2001-05-31	2009-09-01	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00003802	p53 protein expression independently predicts outcome in patients with lower-risk myelodysplastic syndromes with del(5q)	10.3324/haematol.2013.098103	24682512	2012-05-07	2005-07-31	2010-06-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This study was based on data from the MDS 004 trial (clinicaltrials.gov identifier: NCT00179621).	secondary analysis of ct data
DRKS00003856	Reducing stress and supporting positive relations in families of young children with type 1 diabetes: a randomized controlled study for evaluating the effects of the DELFIN parenting program	10.1186/1471-2431-12-152	22994843	2012-05-04	2008-08-01	2010-11-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00003894	Exercise program improves therapy-related side-effects and quality of life in lymphoma patients undergoing therapy	10.1093/annonc/mdt568	24478323	2012-08-20	2008-05-27	2013-06-01	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	German clinical trials register number: DRKS00003894.	NA
DRKS00003934	Quetiapine and flupentixol differentially improve anterior cingulate cortex function in schizophrenia patients: an event-related potential study	10.1017/s1461145713000540	23759203	2012-05-11	2008-01-14	2012-01-10	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	acknowledgments	1	acknowledgments	Trial registry name: German Clinical Trials Register; registration identification number: DRKS00003934; registry URL: https://://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00003934.	NA
DRKS00004097	Sacral nerve stimulation for intractable constipation	10.1136/gut.2009.187989	20207638	2012-08-09	1998-11-30	2012-09-01	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical Trial Number NCT00200005.	NA
DRKS00004163	Conventional versus neutral positioning in central neurological disease: a multicenter randomized controlled trial	10.3238/arztebl.2015.0035	25657075	2012-06-11	2011-04-04	2012-09-30	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	references	1	methods	The study was registered with the German Clinical Trials Register (15). 15. German Clinical Trials Register. ID: DRKS00004163. https://drks-neu.uniklinik-freiburg.de. (last accessed on 12 September 2013)	NA
DRKS00004454	Acute beneficial hemodynamic effects of a novel 3D-echocardiographic optimization protocol in cardiac resynchronization therapy	10.1371/journal.pone.0030964	22319598	2012-10-09	2010-01-07	2011-12-20	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00004524	Development of a hydrophilic liquid interaction chromatography-high-performance liquid chromatography-tandem mass spectrometry based stable isotope dilution analysis and pharmacokinetic studies on bioactive pyridines in human plasma and urine after coffee consumption	10.1021/ac902616k	20073472	2013-03-12	2009-09-15	2012-12-14	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00004558	Combined semirigid and flexible ureterorenoscopy via a large ureteral access sheath for kidney stones >2 cm: a bicentric prospective assessment	10.1007/s00345-013-1126-z	23821122	2013-01-09	2012-12-11	2013-11-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	additional	1	additional	German Clinical Trial Register ID: DRKS00004558 (approved primary WHO register).	NA
DRKS00004595	Safety and Efficacy of Botulinum Toxin to Preserve Gland Function after Radiotherapy in Patients with Head and Neck Cancer: A Prospective, Randomized, Placebo-Controlled, Double-Blinded Phase I Clinical Trial	10.1371/journal.pone.0151316	26991494	2012-12-14	2010-07-12	2012-11-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	1	0	The study registration was performed in delay after enrolment of the first patient. The authors confirm that all ongoing and related trials for the study drug are registered.	1	abstract	1	abstract	Trial Registration German Registry for Clinical Trails DRKS00004595.	NA
DRKS00005118	Effects of combining 2 weeks of passive sensory stimulation with active hand motor training in healthy adults	10.1371/journal.pone.0084402	24416229	2013-06-28	2012-01-02	2012-12-28	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00005353	Group therapy task training versus individual task training during inpatient stroke rehabilitation: a randomised controlled trial	10.1177/0269215515600206	26316552	2013-11-18	2008-11-10	2012-05-02	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The trial is registered at the German Trial register (DRKS 00005353).	NA
DRKS00000101	Day-patient treatment after short inpatient care versus continued inpatient treatment in adolescents with anorexia nervosa (ANDI): a multicentre, randomised, open-label, non-inferiority trial	10.1016/s0140-6736(13)62411-3	24439238	2009-03-17	2007-03-08	2012-10-18	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial is registered with the International Standard Randomised Controlled Trial Number Register, number ISRCTN67783402, and the Deutsches Register Klinischer Studien, number DRKS00000101.	NA
DRKS00000492	Effect of individualized communication skills training on physicians' discussion of clinical trials in oncology: results from a randomized controlled trial	10.1186/s12885-017-3238-0	28403837	2010-07-22	2007-08-30	2010-05-31	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	0	The study was registered retrospectively in 2010/07/22 under DRKS-ID: DRKS00000492 .	0	0	NA	1	abstract	1	abstract	The study was registered retrospectively in 2010/07/22 under DRKS-ID: DRKS00000492 .	NA
DRKS00000520	Noninvasive ventilation in COPD: impact of inspiratory pressure levels on sleep quality	10.1378/chest.11-0253	21565967	2010-10-05	2008-02-10	2010-08-05	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	German Clinical Trials Register (DRKS); No.: DRKS00000520; URL: www.drks.de.	NA
DRKS00000751	Short term non-invasive ventilation post-surgery improves arterial blood-gases in obese subjects compared to supplemental oxygen delivery - a randomized controlled trial	10.1186/1471-2253-11-10	21605450	2011-04-06	2009-01-05	2010-09-01	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	TRIAL REGISTRATION#: DRKS00000751; http://www.germanctr.de.	NA
DRKS00000752	Impact of regional femoral nerve block during general anesthesia for hip arthoplasty on blood pressure, heart rate and pain control: A randomized controlled study	10.3233/thc-150898	25669214	2011-03-30	2009-01-01	2010-10-01	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	After registration at German Clinical Trial Register (DRKS-ID): DRKS00000752. and Ethics Committee approval (University Hospital of Marburg), 80 patients who underwent elective hip surgery were included	0	0	NA	1	abstract	1	abstract	After registration at German Clinical Trial Register (DRKS-ID): DRKS00000752. and Ethics Committee approval (University Hospital of Marburg), 80 patients who underwent elective hip surgery were included	CHECK TIMELINES, IS THIS CORRECT??
DRKS00000760	Randomized comparison of the i-gel‚Ñ¢, the LMA Supreme‚Ñ¢, and the Laryngeal Tube Suction-D using clinical and fibreoptic assessments in elective patients	10.1186/1471-2253-12-18	22871204	2011-04-13	2008-10-12	2010-02-12	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: German Clinical Trial Register DRKS00000760.	NA
DRKS00000792	A geriatric assessment in general practice: prevalence, location, impact and doctor-patient perceptions of pain	10.1186/s12875-016-0409-z	26821717	2011-04-06	2009-07-16	2010-07-05	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: This study is registered in the German Clinical Trial Register ( DRKS00000792 )	NA
DRKS00004061	The tumour-targeting human L19-IL2 immunocytokine: preclinical safety studies, phase I clinical trial in patients with solid tumours and expansion into patients with advanced renal cell carcinoma	10.1016/j.ejca.2010.07.033	20797845	2013-06-06	2005-11-30	2009-11-01	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	0	0	NA	0	0	NA	1	PM abstract	1	PM abstract	Trial registration: ClinicalTrials.gov NCT01058538.	NA
DRKS00004327	Remifentanil added to sufentanil-sevoflurane anesthesia suppresses hemodynamic and metabolic stress responses to intense surgical stimuli more effectively than high-dose sufentanil-sevoflurane alone	10.1186/1471-2253-15-3	25670917	2012-08-31	2012-06-09	2013-04-12	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	Clinical trial number: DRKS00004327, August 31, 2012.	1	0	This prospective, randomized double-blinded study was conducted with the approval of our clinical research ethics committee (Universitätsmedizin Göttingen, Ethikkommission 14/2/11, on 29 March 2012). It was registered on August 31, 2012 with the German registry of clinical trials (Deutsches Register für klinische Studien (http://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00004327) under the trial number DRKS 00004327	1	abstract	1	abstract	Clinical trial number: DRKS00004327, August 31, 2012.	NA
DRKS00004685	Effects of mobile augmented reality learning compared to textbook learning on medical students: randomized controlled pilot study	10.2196/jmir.2497	23963306	2013-02-01	2012-02-23	2012-02-24	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: German Clinical Trial Register (DRKS), DRKS-ID: DRKS00004685; https://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00004685.	NA
DRKS00004846	Three-dimensional evaluation of postoperative swelling in treatment of zygomatic bone fractures using two different cooling therapy methods: a randomized, observer-blind, prospective study	10.1186/1745-6215-14-238	23895539	2013-03-26	2009-01-12	2012-10-30	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: German Clinical Trials Register ID: DRKS00004846.	NA
DRKS00005050	Thinking dimensional: prevalence of DSM-5 early adolescent full syndrome, partial and subthreshold eating disorders in a cross-sectional survey in German schools	10.1136/bmjopen-2015-010843	27150185	2013-07-24	2009-10-05	2011-02-16	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration number: DRKS00005050; Results.	secondary analysis of ct data
DRKS00005132	Nasal high-flow oxygen therapy in patients with hypoxic respiratory failure: effect on functional and subjective respiratory parameters compared to conventional oxygen therapy and non-invasive ventilation (NIV)	10.1186/1471-2253-14-66	25110463	2013-07-08	2009-03-25	2011-03-24	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: GERMAN CLINICAL TRIALS REGISTER: DRKS00005132.	NA
DRKS00005181	Evaluation of computer-assisted mandibular reconstruction with vascularized iliac crest bone graft compared to conventional surgery: a randomized prospective clinical trial	10.1186/1745-6215-15-114	24716651	2013-08-22	2011-08-01	2013-08-21	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: DRKS00005181.	NA
DRKS00005295	Blood pressure response to combined general anaesthesia/interscalene brachial plexus block for outpatient shoulder arthroscopy	10.1186/1471-2253-14-50	25002832	2013-12-12	2011-10-01	2013-05-13	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical trial number: DRKS00005295.	NA
DRKS00000068	Psychoanalytic-Interactional Therapy versus Psychodynamic Therapy by Experts for Personality Disorders: A Randomized Controlled Efficacy-Effectiveness Study in Cluster B Personality Disorders	10.1159/000441731	26808580	2009-08-18	2008-10-01	2012-06-26	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	additional	1	additional	The study is registered at the German Clinical Trials Register (No. DRKS00000068).	NA
DRKS00000165	Water-jet-aided transurethral dissection of urothelial carcinoma: a prospective clinical study	10.1089/end.2011.0042	21815824	2011-08-05	2009-08-01	2010-12-31	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00000297	Cardiovascular risk in pediatric type 1 diabetes: sex-specific intima-media thickening verified by automatic contour identification and analyzing systems	10.1111/j.1399-5448.2011.00814.x	21933316	2010-01-11	2005-01-15	2010-07-31	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	German Clinical Trials Register: DRKS00000297, Registry URL: http://www.germanctr.de)	NA
DRKS00000328	Stability of hearing preservation and regeneration capacity of the cochlear nerve following vestibular schwannoma surgery via a retrosigmoid approach	10.3171/2015.10.jns15926	26824379	2010-02-17	2010-01-27	2013-02-26	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	"Clinical trial registration nos.: 2009-012088-32 ( clinicaltrialsregister.eu ) and DRKS 00000328 (""AkNiPro,"" drks-neu.uniklinik-freiburg.de/drks_web/ )."	0	1	Clinical trial registration nos.: 2009-012088-32 (clinicaltrialsregister.eu) and DRKS 00000328 (“AkNiPro,” drks-neu.uniklinik-freiburg.de/drks_web/)	1	abstract	1	abstract	"Clinical trial registration nos.: 2009-012088-32 ( clinicaltrialsregister.eu ) and DRKS 00000328 (""AkNiPro,"" drks-neu.uniklinik-freiburg.de/drks_web/ )."	NA
DRKS00000345	Dietary supplementation with n-3-fatty acids in patients with pancreatic cancer and cachexia: marine phospholipids versus fish oil - a randomized controlled double-blind trial	10.1186/s12944-017-0495-5	28578704	2010-03-08	2010-02-24	2011-02-23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study protocol was approved by the Ethics Committee of the University of Freiburg, Germany (Ethics Committee number 25/10, study number DRKS0000345, UTN U1111–1113-6181).	NA
DRKS00000373	Effectiveness of focused meditation for patients with chronic low back pain-A randomized controlled clinical trial	10.1016/j.ctim.2016.03.010	27261986	2010-06-28	2009-10-22	2010-11-11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	footnotes	1	footnotes	German Clinical Trials Register: DRKS00000373.	NA
DRKS00000393	Changes in physical activity and health-related quality of life during the first year after total knee arthroplasty	10.1002/acr.20384	20981812	2010-04-22	2004-10-05	2010-03-15	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	title	1	title	German Clinical Trials Register: DRKS00000393	NA
DRKS00000396	Acceptance of uncoated mini-tablets in young children: results from a prospective exploratory cross-over study	10.1136/archdischild-2011-300958	22253279	2010-09-03	2010-05-18	2010-06-16	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	This pilot study was registered with the German Study Register under number DRKS00000396.	NA
DRKS00000397	Submucosal injection with waterjet improves endoscopic mucosal resection of colorectal adenoma - a randomised controlled clinical trial	10.1080/00365521.2016.1246606	27797282	2010-04-21	2007-11-16	2012-03-30	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The trial was registered in the German Clinical Trials Register (DRKS), DRKS-Id: DRKS00000397.	NA
DRKS00000419	Randomized controlled single-center trial comparing pancreatogastrostomy versus pancreaticojejunostomy after partial pancreatoduodenectomy	10.1007/s11605-012-1940-4	22744638	2010-06-07	2006-03-31	2011-06-30	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	additional	1	additional	This trial is registered in the German Clinical Trials Register (trial ID DRKS00000419), initial trial registration as UKF000532 on March 15, 2006	not sure if this is actually retrospectively registered..
DRKS00000432	Favorable acceptance of mini-tablets compared with syrup: a randomized controlled trial in infants and preschool children	10.1016/j.jpeds.2013.07.014	23972645	2011-04-01	2011-02-14	2011-05-31	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	footnotes	1	footnotes	Registered with the German Clinical Trials Register: DRKS00000432.	NA
DRKS00000454	Yoga for chronic neck pain: a pilot randomized controlled clinical trial	10.1016/j.jpain.2012.08.004	23117107	2011-04-01	2010-02-19	2010-08-30	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	additional	1	additional	Trial Registration: German Clinical Trials Register: DRKS00000454.	NA
DRKS00000460	Effectiveness of jyoti meditation for patients with chronic neck pain and psychological distress--a randomized controlled clinical trial	10.1016/j.jpain.2014.10.009	25451627	2010-08-13	2010-04-20	2011-03-24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	footnotes	1	footnotes	This trial is registered at German Clinical Trials Register: DRKS00000373.	NA
DRKS00000539	Shared Decision Making and the Use of Decision Aids	10.3238/arztebl.2015.0672	26517595	2010-10-07	2010-01-27	2012-06-05	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was entered in the German Clinical Trials Register (DRKS, Deutsches Register Klinischer Studien) under number DRKS00000539.	NA
DRKS00000579	Controlled reperfusion versus conventional treatment of the acutely ischemic limb: results of a randomized, open-label, multicenter trial	10.1161/circinterventions.112.000371	23881815	2010-10-15	2002-09-30	2009-01-13	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical trial registration url: http://www.drks.de. Unique identifier: DRKS00000579	NA
DRKS00000657	Phase I study of panobinostat and imatinib in patients with treatment-refractory metastatic gastrointestinal stromal tumors	10.1038/bjc.2013.826	24434430	2010-12-23	2010-07-12	2012-11-30	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	NA	0	1	WTZ-GIST-09-01 (EudraCT number: 2009-011417-24; German Clinical Trials Register: DRKS00000657)	1	methods	1	methods	WTZ-GIST-09-01 (EudraCT number: 2009-011417-24; German Clinical Trials Register: DRKS00000657)	NA
DRKS00000688	Spot check analysis of gas exchange: invasive versus noninvasive methods	10.1159/000371769	25791060	2011-02-23	2010-09-08	2011-02-14	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was registered by the German Clinical Trials Register under DRKS00000688	NA
DRKS00000696	Anxiety and fear in patients with short waiting times before coronary artery bypass surgery--a qualitative study	10.1111/jocn.12467	24372741	2011-01-19	2010-06-01	2012-04-30	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	and registered with the German Clinical Trials Register (DRKS00000696)	NA
DRKS00000713	Impact of intelligent volume-assured pressure support on sleep quality in stable hypercapnic chronic obstructive pulmonary disease patients: a randomized, crossover study	10.1159/000364946	25171686	2011-02-24	2011-01-05	2011-11-15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00000738	The Treatment of School Avoidance in Children and Adolescents With Psychiatric Illness	10.3238/arztebl.2015.0655	26479485	2011-09-28	2011-03-01	2013-10-01	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	acknowledgments	1	acknowledgments	The reported study was registered with the German Clinical Trials Register (DRKS-ID: DRKS00000738). 	NA
DRKS00001900	[Evaluation of a collaborative goal setting intervention in patients with chronic back pain]	10.1055/s-0032-1327724	23749624	2011-11-16	2008-06-01	2011-06-30	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00003086	Anterior Open Bite In 27 Months Old Children after Use of a Novel Pacifier - A Cohort Study	10.17796/1053-4628-40.4.328	27471813	2011-05-18	2005-11-01	2009-06-30	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The trial was registered at the German Clinical Trials Register (https://drks-neu.uniklinik-freiburg.de/ drks_web/; registration number DRKS 00003086)	NA
DRKS00003167	Internet-based program for coping with cancer: a randomized controlled trial with hematologic cancer patients	10.1002/pon.3104	22565413	2011-07-04	2009-07-09	2010-12-31	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	additional	1	additional	Trial registration: German Clinical Trials Register; DRKS00003167.	NA
DRKS00003269	[Topical cyclosporine A 0.05% in the treatment of keratoconjunctivitis sicca]	10.1055/s-0031-1281862	22189827	2011-10-04	2007-01-15	2009-11-16	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00003270	Clinical efficacy and patients' acceptance of a rubber interdental bristle. A randomized controlled trial	10.1007/s00784-013-1164-3	24407549	2011-09-29	2010-01-10	2010-08-19	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was approved by the local Research Ethics Committee of the University of Freiburg i.B., Baden-Württemberg, Germany (ref no. 365/09) prior assessment and registered (www.clinicaltrials.gov, ref no. NCT01593540).	NA
DRKS00003286	[Evaluation of the treatment approach AOK-proReha by comparison with a historical control group: an application of the propensity score matching method]	10.1055/s-0034-1387779	25706516	2012-03-21	2011-12-01	2013-04-30	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00003512	Training in different brushing techniques in relation to efficacy of oral hygiene in young adults: a randomized controlled trial	10.1111/jcpe.12489	26660396	2012-01-25	2011-04-13	2012-05-04	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The trial has been registered in the German Clinical Trials Register (# DRKS00003512; http://www.drks.de/DRKS00003512).	NA
DRKS00003839	Sequential combination of gemtuzumab ozogamicin and standard chemotherapy in older patients with newly diagnosed acute myeloid leukemia: results of a randomized phase III trial by the EORTC and GIMEMA consortium (AML-17)	10.1200/jco.2013.49.0771	24127442	2012-05-11	2002-09-30	2012-02-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	PM abstract	1	PM abstract	Trial registration: ClinicalTrials.gov NCT00052299.	NA
DRKS00003961	Anthocyanins from fruit juices improve the antioxidant status of healthy young female volunteers without affecting anti-inflammatory parameters: results from the randomised, double-blind, placebo-controlled, cross-over ANTHONIA (ANTHOcyanins in Nutrition Investigation Alliance) study	10.1017/s0007114514001482	25089359	2012-05-25	2010-04-19	2010-08-19	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	reports only ethics approval
DRKS00004034	Multipeptide immune response to cancer vaccine IMA901 after single-dose cyclophosphamide associates with longer patient survival	10.1038/nm.2883	22842478	2013-06-06	2007-05-31	2009-08-01	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The phase 2 trial is registered and has ClinicalTrials.gov identifier NCT01265901. The ongoing phase 3 trial, which is mentioned in the Discussion section, has the ClinicalTrials.gov identifier NCT00523159.	reports multiple trials
DRKS00004164	A randomised, controlled, single-blinded study on the impact of a single rhythmical massage (anthroposophic medicine) on well-being and salivary cortisol in healthy adults	10.1016/j.ctim.2015.07.008	26365448	2012-05-25	2010-01-20	2010-05-03	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
DRKS00004223	Brief report: leaking esophageal probe may lead to false ventilator settings when guiding positive end-expiratory pressure by transpulmonary pressure	10.1213/ane.0b013e31829ec090	23868893	2012-06-28	2012-05-28	2013-03-25	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study is registered under DRKS-ID: DRKS00004223 at the German Clinical Trials Register.	NA
DRKS00004227	Propofol sedation for colonoscopy with a new ultrathin or a standard endoscope: a prospective randomized controlled study	10.1055/s-0032-1326270	23468196	2012-07-04	2011-05-17	2012-01-27	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	The project was approved by the Ethics Committee of the Faculty of Medicine of Cologne University and by the International Medical and Dental Ethics Commission in Freiburg, Germany (registered at the German Federal Institute for Drugs and Medical Devices and at the Office of Human Research Protections of the V.S._Department of Health and Human Services [IRB Identifier IRB00002522]).	NA
DRKS00004239	Nonpharmacologic Pain Management Interventions in German Nursing Homes: A Cluster Randomized Trial	10.1016/j.pmn.2014.09.002	26256216	2012-07-25	2012-02-13	2012-12-31	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study is registered with the German Clinical Trials Register (DRKS-ID: DRKS00004239)	NA
DRKS00004257	Comparison of portable oxygen concentrators in a simulated airplane environment	10.1016/j.rmed.2012.10.001	23085214	2012-07-20	2011-07-01	2011-07-30	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
